scenarioId,groupName,resourceType,componentTitle,fieldKey,editorControl,fieldSemantics,verifiedLayers,outcome,notes
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/pricing-table,Pricing Table,plans,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/plan-card,Plan Card,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/plan-card,Plan Card,features,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-landing-section,Campaign Landing Section,media,text,asset,author-api,PASS,asset value survived the editor save unchanged
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-landing-section,Campaign Landing Section,primaryCta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-tile,Promo Tile,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-tile,Promo Tile,image,text,asset,author-api,PASS,asset value survived the editor save unchanged
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/offer-card,Offer Card,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/inline-alert,Inline Alert,icon,text,asset,rendered,BLOCKED,authored image asset /tut-usa/assets/images/1a304f52056b65a9-ab6axubnutjm94a7bwltmqfxgea0wjr7k8uivpzognpdliro.png produced no <img> on the reference site
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/hero-banner,Hero Banner,backgroundImage,text,asset,rendered,PASS,asset resolves: /tut-usa/assets/images/1f6541f87452fcb7-ab6axubhuv8uj9r9oq9zmionr4dubadmdzdmjxrduspif7mf.png
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/split-hero,Split Hero,media,text,asset,author-api headless,PASS,non-image asset reference persisted and delivered; rendering as <img> not applicable
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/video-hero,Video Hero,posterImage,text,asset,rendered,BLOCKED,authored image asset /tut-usa/assets/images/24e3caedb0d6fc41-ab6axubvaltcxysdt4hdv1uclfcbtlxyt7hia-2edanjuvwc.png produced no <img> on the reference site
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/video-hero,Video Hero,video,text,asset,author-api headless,PASS,non-image asset reference persisted and delivered; rendering as <img> not applicable
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/image-banner,Image Banner,image,text,asset,rendered,BLOCKED,authored image asset /tut-usa/assets/images/2550c1ba309704a4-ab6axucfvyo2chzpjjvnde4g3-5greqz-hmmdkzzntxej1ba.png produced no <img> on the reference site
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-banner,Promo Banner,image,text,asset,rendered,BLOCKED,authored image asset /tut-usa/assets/images/2612255cc3ddefdc-ab6axuakl-atvf34hfdii9mzekguoxql5-osqoapxcplcucp.png produced no <img> on the reference site
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/newsletter-signup,Newsletter Signup,formReference,text,reference,rendered,BLOCKED,authored reference produced no anchor href on the reference site
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-landing-section,Campaign Landing Section,media,text,asset,author-api headless,PASS,non-image asset reference persisted and delivered; rendering as <img> not applicable
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-tile,Promo Tile,image,text,asset,rendered,BLOCKED,authored image asset /tut-usa/assets/images/352fe001d76db846-ab6axub9fwpxtm7r4jaamtjucdtnzmjckkhlenwhfjawfigj.png produced no <img> on the reference site
S2.9,"Navigation, Search & Discovery",tut-usa/navigation-search-discovery/country-selector,Country Selector,defaultCountry,text,scalar,ui author-api headless graphql rendered rendered-links preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-0 defaultCountry"" through the text control"
S2.9,"Navigation, Search & Discovery",tut-usa/navigation-search-discovery/currency-selector,Currency Selector,defaultCurrency,text,scalar,ui author-api headless graphql rendered rendered-links preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-1 defaultCurrency"" through the text control"
S2.9,"Navigation, Search & Discovery",tut-usa/navigation-search-discovery/currency-selector-alt,Currency Selector Alt,defaultCurrency,text,scalar,ui author-api headless graphql rendered rendered-links preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-2 defaultCurrency"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/alert-banner,Alert Banner,link,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-3 link"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/inline-alert,Inline Alert,message,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-4 message"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/announcement-bar,Announcement Bar,endDate,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-5 endDate"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/hero-banner,Hero Banner,eyebrow,text,scalar,ui author-api headless graphql rendered rendered-asset preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-6 eyebrow"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/split-hero,Split Hero,headline,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-7 headline"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/video-hero,Video Hero,headline,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-8 headline"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/image-banner,Image Banner,headline,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-9 headline"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-banner,Promo Banner,theme,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-10 theme"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/cta-button,CTA Button,label,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-11 label"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/featured-content,Featured Content,layout,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-12 layout"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/newsletter-signup,Newsletter Signup,consentText,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-13 consentText"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/newsletter-signup,Newsletter Signup,formReference,text,reference,ui author-api headless graphql rendered preview publish,PASS,"authored ""/tut-usa/home?ref=reb26-1787514449908-b9-13"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/email-signup,Email Signup,headline,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-14 headline"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/pricing-table,Pricing Table,highlightedPlan,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-15 highlightedPlan"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/plan-card,Plan Card,badge,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-16 badge"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-landing-section,Campaign Landing Section,body,textarea,richtext,ui author-api headless graphql rendered preview publish,PASS,"authored ""<em>REB26 reb26-1787514449908-b9-17 rich</em>"" through the textarea control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-landing-section,Campaign Landing Section,headline,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-17 headline"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-tile,Promo Tile,title,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-18 title"" through the text control"
S2.9,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/offer-card,Offer Card,expiryDate,text,scalar,ui author-api headless graphql rendered preview publish,PASS,"authored ""REB26 reb26-1787514449908-b9-19 expiryDate"" through the text control"
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/collection-spotlight,Collection Spotlight,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/collection-spotlight,Collection Spotlight,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/collection-spotlight,Collection Spotlight,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-ribbon,Promo Ribbon,styleVariant,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-ribbon,Promo Ribbon,text,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/bundle-offer,Bundle Offer,bundlePrice,number,scalar,ui,PASS,control number present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/bundle-offer,Bundle Offer,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/bundle-offer,Bundle Offer,includedItems,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-guide,Gift Guide,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-guide,Gift Guide,products,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-guide,Gift Guide,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/donation-cta,Donation CTA,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/donation-cta,Donation CTA,suggestedAmounts,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/donation-cta,Donation CTA,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-card,Promo Card,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-card,Promo Card,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-card,Promo Card,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-card,Promo Card,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/seasonal-campaign-block,Seasonal Campaign Block,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/seasonal-campaign-block,Seasonal Campaign Block,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/seasonal-campaign-block,Seasonal Campaign Block,image,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/seasonal-campaign-block,Seasonal Campaign Block,startDate,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/seasonal-campaign-block,Seasonal Campaign Block,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/buyer-guide,Buyer Guide,downloadFile,text,asset,ui,BLOCKED,asset field renders as a plain text input; authored through the author API instead
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/buyer-guide,Buyer Guide,sections,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/buyer-guide,Buyer Guide,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/implementation-plan,Implementation Plan,owners,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/implementation-plan,Implementation Plan,phases,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/implementation-plan,Implementation Plan,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/success-plan,Success Plan,goals,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/success-plan,Success Plan,milestones,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/success-plan,Success Plan,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-hero,Campaign Hero,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-hero,Campaign Hero,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-hero,Campaign Hero,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-hero,Campaign Hero,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/product-hero,Product Hero,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/product-hero,Product Hero,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/product-hero,Product Hero,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/product-hero,Product Hero,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/event-hero,Event Hero,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/event-hero,Event Hero,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/event-hero,Event Hero,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/event-hero,Event Hero,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/recruiting-hero,Recruiting Hero,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/recruiting-hero,Recruiting Hero,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/recruiting-hero,Recruiting Hero,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/recruiting-hero,Recruiting Hero,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/investor-hero,Investor Hero,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/investor-hero,Investor Hero,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/investor-hero,Investor Hero,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/investor-hero,Investor Hero,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/brand-story-hero,Brand Story Hero,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/brand-story-hero,Brand Story Hero,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/brand-story-hero,Brand Story Hero,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/brand-story-hero,Brand Story Hero,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/offer-card-alt,Offer Card Alt,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/offer-card-alt,Offer Card Alt,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/offer-card-alt,Offer Card Alt,items,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/offer-card-alt,Offer Card Alt,title,text,scalar,ui,PASS,control text present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/trial-signup,Trial Signup,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/trial-signup,Trial Signup,trialLengthDays,number,scalar,ui,PASS,control number present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/demo-request-cta,Demo Request CTA,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/demo-request-cta,Demo Request CTA,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/demo-request-cta,Demo Request CTA,supportingPoints,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-card-promo,Gift Card Promo,amountOptions,structured,list,ui,PASS,list field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-card-promo,Gift Card Promo,cta,structured,object,ui,PASS,object field renders a structured editor; value authored through the author API
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-card-promo,Gift Card Promo,description,textarea,scalar,ui,PASS,control textarea present
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/collection-spotlight,Collection Spotlight,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/collection-spotlight,Collection Spotlight,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/bundle-offer,Bundle Offer,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/bundle-offer,Bundle Offer,includedItems,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-guide,Gift Guide,products,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/donation-cta,Donation CTA,suggestedAmounts,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-card,Promo Card,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/promo-card,Promo Card,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/seasonal-campaign-block,Seasonal Campaign Block,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/seasonal-campaign-block,Seasonal Campaign Block,image,text,asset,author-api,PASS,asset value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/buyer-guide,Buyer Guide,downloadFile,text,asset,author-api,PASS,asset value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/buyer-guide,Buyer Guide,sections,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/implementation-plan,Implementation Plan,owners,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/implementation-plan,Implementation Plan,phases,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/success-plan,Success Plan,goals,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/success-plan,Success Plan,milestones,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-hero,Campaign Hero,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/campaign-hero,Campaign Hero,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/product-hero,Product Hero,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/product-hero,Product Hero,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/event-hero,Event Hero,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/event-hero,Event Hero,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/recruiting-hero,Recruiting Hero,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/recruiting-hero,Recruiting Hero,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/investor-hero,Investor Hero,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/investor-hero,Investor Hero,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/brand-story-hero,Brand Story Hero,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/brand-story-hero,Brand Story Hero,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/offer-card-alt,Offer Card Alt,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/offer-card-alt,Offer Card Alt,items,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/demo-request-cta,Demo Request CTA,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/demo-request-cta,Demo Request CTA,supportingPoints,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-card-promo,Gift Card Promo,amountOptions,structured,list,author-api,PASS,list value survived the editor save unchanged
S2.10,"Calls to Action, Promotions & Campaigns",tut-usa/calls-to-action-promotions-campaigns/gift-card-promo,Gift Card Promo,cta,structured,object,author-api,PASS,object value survived the editor save unchanged
